"column"	"row"	"observed"	"expected-mean"	"expected-stdev"	"distribution"	"probability"	"N"	"left-p-value"	"right-p-value"	"two-tail-p-value"	"corrected-left-p-value"	"corrected-right-p-value"	"corrected-two-tail-p-value"
"HR systems"	"Long-term potentiation"	3	3.202796038944828	1.746981548865355	"BINOMIAL"	0.04709994174918865	68	0.6008360861230477	0.6267341645419572	1	0.86607003405124	1	1
"kidney"	"Long-term potentiation"	4	5.547497143824313	2.257194644905467	"BINOMIAL"	0.08158084035035755	68	0.3400034241637275	0.8155223305233464	1	1	1	1
"liver"	"Long-term potentiation"	3	6.948176917280158	2.495520437402132	"BINOMIAL"	0.10370413309373369	67	0.07338387325688624	0.9749952776127403	1	0.6441473319215569	1	1
"lung"	"Long-term potentiation"	0	1.6515912897822445	1.2694397439347016	"BINOMIAL"	0.024288107202680067	68	0.18787487414675821	1	1	0.884117054808274	1	1
"lymph nodes"	"Long-term potentiation"	1	5.48359414437153	2.2453042407403156	"BINOMIAL"	0.08064109035840485	68	0.022902415880163614	0.9967115891817215	1	0.36643865408261783	1	1
"mouth, nos"	"Long-term potentiation"	1	2.1681608606557377	1.448079686016807	"BINOMIAL"	0.03285092213114754	66	0.3575632810926157	0.8897024522713638	1	1	1	1
"ovary"	"Long-term potentiation"	8	5.42126936401072	2.229150742542431	"BINOMIAL"	0.08340414406170338	65	0.9101591635638476	0.17238889638433447	1	1	0.4558079294229861	1
"pancreas"	"Long-term potentiation"	2	1.7476722025592157	1.30489661324988	"BINOMIAL"	0.02570106180234141	68	0.745485806141498	0.5243769690494346	1	1	1	1
"prostate gland"	"Long-term potentiation"	2	2.7676143978556387	1.6288924687171442	"BINOMIAL"	0.04130767757993491	67	0.4733112471101637	0.7697980176073234	1	1	1	1
"skin"	"Long-term potentiation"	10	8.427707019845132	2.717205072845782	"BINOMIAL"	0.12393686793889899	68	0.783100638172044	0.3323993354229934	1	1	0.5844383919525159	1
"stomach"	"Long-term potentiation"	0	3.095344442535647	1.7176074620759647	"BINOMIAL"	0.046899158220237075	66	0.041991782053236296	1	1	1	1	1
"testis"	"Long-term potentiation"	1	6.370046349942063	2.4009190247421457	"BINOMIAL"	0.09507531865585168	67	0.00995982897852245	0.9987611091472569	1	0.26393546793084494	1	1
"thyroid gland"	"Long-term potentiation"	3	2.812765706188002	1.6415484653611918	"BINOMIAL"	0.041981577704298535	67	0.6900362848443382	0.5377272430825925	1	1	1	1
"urinary bladder"	"Long-term potentiation"	0	4.338124054462935	2.012112335249779	"BINOMIAL"	0.06674037006866054	65	0.011224349872748285	1	1	0.44055573250537017	1	1
"adrenal cortex"	"Lysine degradation"	12	6.579613252655186	2.3655273896029287	"BINOMIAL"	0.1495366648330724	44	0.9898402427654506	0.024952270443082843	1	1	0.12476135221541422	1
"bones and joints"	"Lysine degradation"	4	3.703967579580365	1.8308983347333991	"BINOMIAL"	0.09497352768154782	39	0.6895521455893064	0.5140096898283462	1	1	1	1
"brain, nos"	"Lysine degradation"	7	4.356619980535691	1.9812251804511796	"BINOMIAL"	0.09901409046672026	44	0.9351737873911703	0.14031403935556194	1	1	0.5612561574222478	1
"breast"	"Lysine degradation"	0	1.5824034679296781	1.2351090479422708	"BINOMIAL"	0.03596371518021996	44	0.19957619416702435	1	1	1	1	1
"cervix uteri"	"Lysine degradation"	2	2.6176955951423855	1.5690636753218399	"BINOMIAL"	0.05949308170778149	44	0.5092630230030755	0.7454363279247116	1	1	1	1
"colon, nos"	"Lysine degradation"	4	3.8277712560791546	1.86943174690391	"BINOMIAL"	0.08699480127452625	44	0.6641438106749071	0.5398637471499554	1	1	1	1
"HR systems"	"Lysine degradation"	3	2.0723974369643003	1.405271375358551	"BINOMIAL"	0.04709994174918865	44	0.8480969569757553	0.34333823382630657	1	0.9833008196820352	1	1
"kidney"	"Lysine degradation"	1	3.589556975415732	1.8156866196774788	"BINOMIAL"	0.08158084035035755	44	0.11607583650084365	0.9763516334113894	1	0.9286066920067493	1	1
"liver"	"Lysine degradation"	12	4.251869456843082	1.95216111548034	"BINOMIAL"	0.10370413309373369	41	0.99982988344407	6.808524073252433E-4	1	1	0.00384195286990673	1
"lung"	"Lysine degradation"	0	1.068676716917923	1.0211369067134985	"BINOMIAL"	0.024288107202680067	44	0.3389614720193603	1	1	0.951470798650836	1	1
"lymph nodes"	"Lysine degradation"	2	3.548207975769813	1.8061219825320067	"BINOMIAL"	0.08064109035840485	44	0.30025063052194323	0.8797929607328181	1	0.8006683480585153	1	1
"mouth, nos"	"Lysine degradation"	1	1.3468878073770492	1.1413331244196472	"BINOMIAL"	0.03285092213114754	41	0.6082850742504428	0.7457679467455045	1	1	1	1
"ovary"	"Lysine degradation"	3	3.252761618406432	1.7266927404105463	"BINOMIAL"	0.08340414406170338	39	0.5884313428899498	0.6421719928473997	1	1	0.927581767446244	1
"pancreas"	"Lysine degradation"	1	1.0537435338959977	1.013242915695698	"BINOMIAL"	0.02570106180234141	41	0.7157580084887314	0.6561402055070784	1	1	1	1
"prostate gland"	"Lysine degradation"	0	1.8175378135171358	1.320022555688739	"BINOMIAL"	0.04130767757993491	44	0.1562740879733475	1	1	1	1	1
"skin"	"Lysine degradation"	5	5.453222189311556	2.185718854517519	"BINOMIAL"	0.12393686793889899	44	0.5318588915232264	0.6504116000244888	1	1	0.9209367787957364	1
"stomach"	"Lysine degradation"	2	2.0635629616904314	1.402420620160974	"BINOMIAL"	0.046899158220237075	44	0.6591101108092932	0.6176178627369688	1	1	1	1
"testis"	"Lysine degradation"	2	3.9931633835457707	1.900924012792273	"BINOMIAL"	0.09507531865585168	42	0.22459483965192506	0.9185039867275321	1	0.8116040796512746	1	1
"thyroid gland"	"Lysine degradation"	0	1.7632262635805385	1.2996935189442824	"BINOMIAL"	0.041981577704298535	42	0.16508291895658556	1	1	1	1	1
"urinary bladder"	"Lysine degradation"	1	2.6696148027464215	1.5784307786122111	"BINOMIAL"	0.06674037006866054	40	0.24363845886182323	0.9368898521990863	1	0.9107437628882439	1	1
"adrenal cortex"	"Lysosome"	33	17.196716455803326	3.8242877547227647	"BINOMIAL"	0.1495366648330724	115	0.9999503469329388	1.202620711088651E-4	1	1	0.002137992375268713	1
"bones and joints"	"Lysosome"	6	10.067193934244068	3.0184560643571787	"BINOMIAL"	0.09497352768154782	106	0.11378607509769668	0.9442500569321095	1	1	1	1
"brain, nos"	"Lysosome"	8	11.38662040367283	3.2029961818449557	"BINOMIAL"	0.09901409046672026	115	0.18551330231048518	0.892531947986126	1	0.781108641307306	1	1
"breast"	"Lysosome"	3	4.171790960905515	2.0054320878544085	"BINOMIAL"	0.03596371518021996	116	0.39663609063907923	0.7913194193318989	1	1	1	1
"cervix uteri"	"Lysosome"	7	6.841704396394872	2.5366651962211457	"BINOMIAL"	0.05949308170778149	115	0.623067110626106	0.5303845006021709	1	1	1	1
"colon, nos"	"Lysosome"	12	10.091396947845045	3.035374421020396	"BINOMIAL"	0.08699480127452625	116	0.7914076776501703	0.30873119401635973	1	1	0.7484392582214782	1
"HR systems"	"Lysosome"	8	5.463593242905883	2.2817226648792697	"BINOMIAL"	0.04709994174918865	116	0.90254841916129	0.18144706219321768	1	1	1	1
"kidney"	"Lysosome"	15	9.381796640291117	2.9353742157312768	"BINOMIAL"	0.08158084035035755	115	0.9752115160106815	0.047568428150308505	1	1	0.21745567154426745	1
"liver"	"Lysosome"	10	11.925975305779374	3.269434565088625	"BINOMIAL"	0.10370413309373369	115	0.3437433541834327	0.7653375387466147	1	1	1	1
"lung"	"Lysosome"	2	2.8174204355108876	1.6580080295155926	"BINOMIAL"	0.024288107202680067	116	0.46292660278435205	0.7756211957395656	1	1	1	1
"lymph nodes"	"Lysosome"	8	9.354366481574962	2.9325790984879916	"BINOMIAL"	0.08064109035840485	116	0.4027417517414437	0.7266240706528592	1	0.9075870461779013	1	1
"mouth, nos"	"Lysosome"	9	3.580750512295082	1.8609458767101772	"BINOMIAL"	0.03285092213114754	109	0.9967576294724632	0.00997257970479564	1	1	0.1750741770397457	1
"ovary"	"Lysosome"	7	8.840839270540558	2.846660611733339	"BINOMIAL"	0.08340414406170338	106	0.3330939931308001	0.7901543804331869	1	1	1	1
"pancreas"	"Lysosome"	4	2.9299210454669207	1.689561766731656	"BINOMIAL"	0.02570106180234141	114	0.8292057421818632	0.3368533028151483	1	1	1	1
"prostate gland"	"Lysosome"	7	4.667767566532644	2.115408454383275	"BINOMIAL"	0.04130767757993491	113	0.9034002621485422	0.18717956958851692	1	1	1	1
"skin"	"Lysosome"	15	14.252739812973385	3.533595885356079	"BINOMIAL"	0.12393686793889899	115	0.6494378352016652	0.4580067833266969	1	1	0.7477661768599133	1
"stomach"	"Lysosome"	9	5.205806562446315	2.227478084473604	"BINOMIAL"	0.046899158220237075	111	0.9638881097207773	0.07743574615449306	1	1	0.5596492562983817	1
"testis"	"Lysosome"	19	10.268134414831982	3.048259874640073	"BINOMIAL"	0.09507531865585168	108	0.997178823384449	0.006297379757619647	1	1	0.04551288097552381	1
"thyroid gland"	"Lysosome"	8	4.617973547472839	2.103355350898467	"BINOMIAL"	0.041981577704298535	110	0.957659870394054	0.09212251859193785	1	1	0.7757685776163188	1
"urinary bladder"	"Lysosome"	7	7.141219597346678	2.5815909743176184	"BINOMIAL"	0.06674037006866054	107	0.5770013172140951	0.576888109374889	1	1	1	1
"adrenal cortex"	"MAPK signaling pathway"	55	39.477679515931115	5.794335077105041	"BINOMIAL"	0.1495366648330724	264	0.9960066782800374	0.006299117224057167	1	1	0.055992153102730376	1
"bones and joints"	"MAPK signaling pathway"	19	23.363487809660764	4.598323058837041	"BINOMIAL"	0.09497352768154782	246	0.20273198238691878	0.8560818233278642	1	1	1	1
"brain, nos"	"MAPK signaling pathway"	28	26.13971988321415	4.852990757658915	"BINOMIAL"	0.09901409046672026	264	0.6940075347376075	0.3799719388051481	1	1	0.9650080985527572	1
"breast"	"MAPK signaling pathway"	4	9.530384522758288	3.0311114278798517	"BINOMIAL"	0.03596371518021996	265	0.03702620352439853	0.9866725811671526	1	1	1	1
"cervix uteri"	"MAPK signaling pathway"	8	15.706173570854313	3.8434053784745212	"BINOMIAL"	0.05949308170778149	264	0.022650887127508703	0.9898577276539352	1	0.40268243782237695	1	1
"colon, nos"	"MAPK signaling pathway"	20	22.966627536474927	4.579153888874366	"BINOMIAL"	0.08699480127452625	264	0.30262308802015636	0.771634312606713	1	1	1	1
"HR systems"	"MAPK signaling pathway"	4	12.434384621785803	3.4421978197675807	"BINOMIAL"	0.04709994174918865	264	0.004840383447494399	0.9986324473276816	1	0.25815378386636795	1	1
"kidney"	"MAPK signaling pathway"	18	21.537341852494393	4.447505751008645	"BINOMIAL"	0.08158084035035755	264	0.2527089943773807	0.816751878106941	1	1	1	1
"liver"	"MAPK signaling pathway"	22	26.859370471277025	4.906520431131395	"BINOMIAL"	0.10370413309373369	259	0.18853706344387589	0.8641607016090551	1	0.9929618674710796	1	1
"lung"	"MAPK signaling pathway"	2	6.4120603015075375	2.5012643789720577	"BINOMIAL"	0.024288107202680067	264	0.04411092206918331	0.988515980563804	1	1	1	1
"lymph nodes"	"MAPK signaling pathway"	9	21.28924785461888	4.424077270427369	"BINOMIAL"	0.08064109035840485	264	0.001686921198029045	0.999366275831406	1	0.0674768479211618	1	1
"mouth, nos"	"MAPK signaling pathway"	4	8.475537909836065	2.863059320716295	"BINOMIAL"	0.03285092213114754	258	0.0721477030460054	0.9712674362585595	1	1	1	1
"ovary"	"MAPK signaling pathway"	16	20.51741943917903	4.336609462759974	"BINOMIAL"	0.08340414406170338	246	0.1780537055316125	0.8792012128220276	1	1	1	1
"pancreas"	"MAPK signaling pathway"	2	6.6822760686087666	2.5515749015831664	"BINOMIAL"	0.02570106180234141	260	0.035921660538644894	0.9909776033212275	1	1	1	1
"prostate gland"	"MAPK signaling pathway"	9	10.698688493203141	3.2026161990469206	"BINOMIAL"	0.04130767757993491	259	0.36997573584003535	0.7456321768128589	1	1	1	1
"skin"	"MAPK signaling pathway"	37	32.719333135869334	5.353895914748461	"BINOMIAL"	0.12393686793889899	264	0.8154441226652331	0.23639491468849466	1	1	0.45570104036336323	1
"stomach"	"MAPK signaling pathway"	13	11.255797972856898	3.2753489161969993	"BINOMIAL"	0.046899158220237075	240	0.7611836226762596	0.3375509342032722	1	1	0.9758290643330959	1
"testis"	"MAPK signaling pathway"	22	24.054055619930477	4.665523402245455	"BINOMIAL"	0.09507531865585168	253	0.3794602042305798	0.7008153796204841	1	0.9731318140751966	1	1
"thyroid gland"	"MAPK signaling pathway"	12	10.705302314596127	3.2024797944136822	"BINOMIAL"	0.041981577704298535	255	0.7234624812217125	0.3848214176831001	1	1	1	1
"urinary bladder"	"MAPK signaling pathway"	17	16.551611777027816	3.930260943219442	"BINOMIAL"	0.06674037006866054	248	0.6086567070735904	0.49046371324590327	1	1	1	1
"adrenal cortex"	"Melanogenesis"	17	14.654593153641095	3.530324938155131	"BINOMIAL"	0.1495366648330724	98	0.7933385042124736	0.2923457754640823	1	1	0.5920927098006731	1
"bones and joints"	"Melanogenesis"	9	8.357670435976209	2.7502568955411726	"BINOMIAL"	0.09497352768154782	88	0.6757122776432627	0.4596716039397737	1	1	0.9561169361947293	1
"brain, nos"	"Melanogenesis"	16	9.703380865738586	2.9567903941377556	"BINOMIAL"	0.09901409046672026	98	0.984334493508631	0.031324009495016264	1	1	0.20047366076810408	1
"breast"	"Melanogenesis"	4	3.560407802841776	1.8526635719134064	"BINOMIAL"	0.03596371518021996	99	0.7155622656606795	0.47853630168033845	1	1	1	1
"cervix uteri"	"Melanogenesis"	3	5.830322007362586	2.3416784971032825	"BINOMIAL"	0.05949308170778149	98	0.1586648161572155	0.9357209858423127	1	1	1	1
"colon, nos"	"Melanogenesis"	12	8.525490524903573	2.7899493133248368	"BINOMIAL"	0.08699480127452625	98	0.9171736537551796	0.14368877651808687	1	1	0.499787048758563	1
"HR systems"	"Melanogenesis"	4	4.615794291420488	2.0972340473033393	"BINOMIAL"	0.04709994174918865	98	0.5074972465291026	0.6831866927504799	1	0.845828744215171	1	1
"kidney"	"Melanogenesis"	12	7.99492235433504	2.7097398159477466	"BINOMIAL"	0.08158084035035755	98	0.9445129407027113	0.10229382897156891	1	1	0.38969077703454824	1
"liver"	"Melanogenesis"	8	9.955596776998433	2.987165921707236	"BINOMIAL"	0.10370413309373369	96	0.32558969131678267	0.7904584067534552	1	1	1	1
"lung"	"Melanogenesis"	1	2.4045226130653266	1.5317053600702477	"BINOMIAL"	0.024288107202680067	99	0.3037130761099684	0.9123325734221719	1	0.9917161668896928	1	1
"lymph nodes"	"Melanogenesis"	4	7.902826855123675	2.6954655035100745	"BINOMIAL"	0.08064109035840485	98	0.09572189489127932	0.960720490559014	1	0.8508612879224828	1	1
"mouth, nos"	"Melanogenesis"	0	2.9237320696721314	1.6815721141595426	"BINOMIAL"	0.03285092213114754	89	0.051158118603603184	1	1	1	1	1
"ovary"	"Melanogenesis"	12	7.339564677429897	2.593726000895882	"BINOMIAL"	0.08340414406170338	88	0.9694122938924867	0.06165562376043388	1	1	0.2748079230465053	1
"pancreas"	"Melanogenesis"	1	2.493002994827117	1.5585025411540538	"BINOMIAL"	0.02570106180234141	97	0.284738157070611	0.9199896376326705	1	1	1	1
"prostate gland"	"Melanogenesis"	2	3.8829216925138814	1.9293851909795987	"BINOMIAL"	0.04130767757993491	94	0.2496174416459484	0.9042452434519013	1	1	1	1
"skin"	"Melanogenesis"	28	12.1458130580121	3.2619777787456954	"BINOMIAL"	0.12393686793889899	98	0.9999950002685315	1.497478767403481E-5	1	1	1.497478767403481E-4	1
"stomach"	"Melanogenesis"	2	4.220924239821337	2.0057333935651376	"BINOMIAL"	0.046899158220237075	90	0.200549359030525	0.9280242072367313	1	1	1	1
"testis"	"Melanogenesis"	8	8.556778679026651	2.7826678241303964	"BINOMIAL"	0.09507531865585168	90	0.5115152347934693	0.631753207669062	1	1	1	1
"thyroid gland"	"Melanogenesis"	4	3.8203235710911665	1.9130970598053407	"BINOMIAL"	0.041981577704298535	91	0.6646805314835771	0.5342521890036757	1	1	1	1
"urinary bladder"	"Melanogenesis"	4	5.873152566042128	2.341191190465822	"BINOMIAL"	0.06674037006866054	88	0.2933618681008297	0.8464264295533712	1	0.9211562658366053	1	1
"adrenal cortex"	"Melanoma"	15	10.467566538315069	2.983669142055996	"BINOMIAL"	0.1495366648330724	70	0.9484501183284278	0.09233463159621372	1	1	0.3077821053207124	1
"bones and joints"	"Melanoma"	9	6.268252826982156	2.3817923384719806	"BINOMIAL"	0.09497352768154782	66	0.9070769405849368	0.1717153635251184	1	1	0.6377999216647255	1
"brain, nos"	"Melanoma"	10	6.930986332670418	2.4989439819459314	"BINOMIAL"	0.09901409046672026	70	0.9173370660802613	0.15161021195530316	1	1	0.564131021229035	1
"breast"	"Melanoma"	6	2.517460062615397	1.557858416527612	"BINOMIAL"	0.03596371518021996	70	0.987090398773707	0.04012528707930074	1	1	0.2292873547388614	1
"cervix uteri"	"Melanoma"	4	4.1645157195447045	1.9790795450331173	"BINOMIAL"	0.05949308170778149	70	0.5957926934591462	0.6046901006815855	1	1	1	1
"colon, nos"	"Melanoma"	8	6.089636089216837	2.357937532633389	"BINOMIAL"	0.08699480127452625	70	0.8472847627354076	0.2624327791741807	1	1	0.6998207444644818	1
"HR systems"	"Melanoma"	4	3.2969959224432053	1.772486278239924	"BINOMIAL"	0.04709994174918865	70	0.766303911787716	0.42056042131893134	1	0.957879889734645	1	1
"kidney"	"Melanoma"	9	5.710658824525028	2.2901481346555057	"BINOMIAL"	0.08158084035035755	70	0.9427240443942784	0.1152092115598278	1	1	0.40963275221272105	1
"liver"	"Melanoma"	9	7.1555851834676245	2.532493124420627	"BINOMIAL"	0.10370413309373369	69	0.8253631651130658	0.2849474554497954	1	1	0.6620837935451128	1
"lung"	"Melanoma"	0	1.7001675041876048	1.2879726913189515	"BINOMIAL"	0.024288107202680067	70	0.17885945365004385	1	1	0.9231455672260328	1	1
"lymph nodes"	"Melanoma"	3	5.644876325088339	2.2780841387654824	"BINOMIAL"	0.08064109035840485	70	0.17416614895448174	0.9285112706863142	1	0.8708307447724086	1	1
"mouth, nos"	"Melanoma"	1	2.2667136270491803	1.4806248661269257	"BINOMIAL"	0.03285092213114754	69	0.3336370547508897	0.9002193972692536	1	1	1	1
"ovary"	"Melanoma"	10	5.504673508072423	2.2462326072320535	"BINOMIAL"	0.08340414406170338	66	0.9799499002814352	0.04623678463791435	1	1	0.23267543237143998	1
"pancreas"	"Melanoma"	3	1.7733732643615572	1.314456423201462	"BINOMIAL"	0.02570106180234141	69	0.8980725231348367	0.2614499537218345	1	1	1	1
"prostate gland"	"Melanoma"	4	2.8089220754355737	1.6410033601416907	"BINOMIAL"	0.04130767757993491	68	0.8502706653434137	0.3091060385441944	1	1	1	1
"skin"	"Melanoma"	16	8.67558075572293	2.7568743985368003	"BINOMIAL"	0.12393686793889899	70	0.9954665789988484	0.010595024218078617	1	1	0.03606816755090593	1
"stomach"	"Melanoma"	1	3.001546126095173	1.6913829073932656	"BINOMIAL"	0.046899158220237075	64	0.19180303119377032	0.9537739697192424	1	1	1	1
"testis"	"Melanoma"	9	6.465121668597915	2.4187699695934537	"BINOMIAL"	0.09507531865585168	68	0.8911993092526249	0.19498237122771903	1	1	0.6596212133022835	1
"thyroid gland"	"Melanoma"	4	2.896728861596599	1.6658690266059926	"BINOMIAL"	0.041981577704298535	69	0.8362020585725471	0.3291088271537816	1	1	1	1
"urinary bladder"	"Melanoma"	4	4.471604794600256	2.0428333842503745	"BINOMIAL"	0.06674037006866054	67	0.5344185613769394	0.6615613263989151	1	1	1	1
"adrenal cortex"	"Metabolic pathways"	174	160.45284136588668	11.681577744681665	"BINOMIAL"	0.1495366648330724	1073	0.8846173074947703	0.13249421822061294	1	1	0.36550129164307016	1
"bones and joints"	"Metabolic pathways"	82	89.1801424929734	8.983896134822164	"BINOMIAL"	0.09497352768154782	939	0.23060245011180497	0.8026039103092741	1	1	1	1
"brain, nos"	"Metabolic pathways"	64	106.24211907079084	9.78379539247114	"BINOMIAL"	0.09901409046672026	1073	2.6226199410728524E-6	0.9999985188713697	1	4.1961919057165636E-4	1	1
"breast"	"Metabolic pathways"	35	38.76888496427711	6.113477883133883	"BINOMIAL"	0.03596371518021996	1078	0.3027819638547622	0.7534226618016161	1	1	1	1
"cervix uteri"	"Metabolic pathways"	72	63.836076672449536	7.748436729242312	"BINOMIAL"	0.05949308170778149	1073	0.8674133679163077	0.16108460634744962	1	1	0.7580452063409393	1
"colon, nos"	"Metabolic pathways"	108	93.51941137011572	9.24033055483741	"BINOMIAL"	0.08699480127452625	1075	0.9450893123414958	0.06740444264593662	1	1	0.32680941888938964	1
